test_type,room_width,room_height,n_exits,population,pct_staff,pct_adult,pct_patient,pct_child,time_steps,avg_evac_time,avg_death_time,num_evacuated,num_burned
fire_exits,1500,1500,1,50,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,500,3.2169047619047624,,21,0
fire_exits,1500,1500,1,50,0.25,0.25,0.25,0.25,250,1.7992499999999998,,8,0
fire_exits,1500,1500,1,50,0.25,0.25,0.25,0.25,300,3.169235294117647,,17,0
fire_exits,1500,1500,1,50,0.25,0.25,0.25,0.25,350,3.4992222222222225,,18,0
fire_exits,1500,1500,1,50,0.25,0.25,0.25,0.25,400,2.7920000000000003,,19,0
fire_exits,1500,1500,1,50,0.25,0.25,0.25,0.25,450,4.1963043478260875,,23,0
fire_exits,1500,1500,1,50,0.25,0.25,0.25,0.25,500,3.027916666666666,,24,0
fire_exits,500,500,1,100,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,250,1.5969230769230771,,52,0
fire_exits,500,500,1,100,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,300,1.3722727272727275,,55,0
fire_exits,500,500,1,100,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,350,1.4837708333333335,,48,0
fire_exits,500,500,1,100,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,400,1.7724634146341465,,41,0
fire_exits,500,500,1,100,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,450,1.6905238095238098,,42,0
fire_exits,500,500,1,100,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,500,1.4556181818181817,,55,0
fire_exits,500,500,1,100,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,250,1.7171041666666664,,48,0
fire_exits,500,500,1,100,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,300,1.4330689655172413,,58,0
fire_exits,500,500,1,100,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,350,1.8306545454545458,,55,0
fire_exits,500,500,1,100,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,400,1.762611111111111,,54,0
fire_exits,500,500,1,100,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,450,1.9014716981132076,,53,0
fire_exits,500,500,1,100,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,500,1.7249999999999996,,48,0
fire_exits,500,500,1,100,0.25,0.25,0.25,0.25,250,1.8889818181818179,,55,0
fire_exits,500,500,1,100,0.25,0.25,0.25,0.25,300,1.754677966101695,,59,0
fire_exits,500,500,1,100,0.25,0.25,0.25,0.25,350,1.651235294117647,,51,0
fire_exits,500,500,1,100,0.25,0.25,0.25,0.25,400,2.0628627450980397,,51,0
fire_exits,500,500,1,100,0.25,0.25,0.25,0.25,450,1.7286666666666666,,48,0
fire_exits,500,500,1,100,0.25,0.25,0.25,0.25,500,1.839326530612245,,49,0
fire_exits,1000,1000,1,100,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,250,4.2193,,40,0
fire_exits,1000,1000,1,100,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,300,3.867638888888889,,36,0
fire_exits,1000,1000,1,100,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,350,3.9920681818181816,,44,0
fire_exits,1000,1000,1,100,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,400,3.719780487804878,,41,0
fire_exits,1000,1000,1,100,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,450,3.356047619047619,,42,0
fire_exits,1000,1000,1,100,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,500,3.446071428571428,,42,0
fire_exits,1000,1000,1,100,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,250,3.328886363636364,,44,0
fire_exits,1000,1000,1,100,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,300,4.069564102564103,,39,0
fire_exits,1000,1000,1,100,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,350,4.793115384615385,,52,0
fire_exits,1000,1000,1,100,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,400,3.558024390243902,,41,0
fire_exits,1000,1000,1,100,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,450,4.6588125,,48,0
fire_exits,1000,1000,1,100,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,500,4.902680851063829,,47,0
fire_exits,1000,1000,1,100,0.25,0.25,0.25,0.25,250,5.977857142857144,,49,0
fire_exits,1000,1000,1,100,0.25,0.25,0.25,0.25,300,4.741744680851064,,47,0
fire_exits,1000,1000,1,100,0.25,0.25,0.25,0.25,350,4.324865384615385,,52,0
fire_exits,1000,1000,1,100,0.25,0.25,0.25,0.25,400,5.191477272727273,,44,0
fire_exits,1000,1000,1,100,0.25,0.25,0.25,0.25,450,5.023918367346938,,49,0
fire_exits,1000,1000,1,100,0.25,0.25,0.25,0.25,500,4.409653061224489,,49,0
fire_exits,1500,1500,1,100,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,250,4.138071428571429,,14,0
fire_exits,1500,1500,1,100,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,300,5.343388888888889,,18,0
fire_exits,1500,1500,1,100,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,350,5.1177027027027036,,37,0
fire_exits,1500,1500,1,100,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,400,5.890864864864864,,37,0
fire_exits,1500,1500,1,100,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,450,5.441621621621621,,37,0
fire_exits,1500,1500,1,100,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,500,5.968825,,40,0
fire_exits,1500,1500,1,100,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,250,6.065375,,16,0
fire_exits,1500,1500,1,100,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,300,6.031842105263158,,19,0
fire_exits,1500,1500,1,100,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,350,6.672829268292683,,41,0
fire_exits,1500,1500,1,100,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,400,6.095871794871795,,39,0
fire_exits,1500,1500,1,100,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,450,7.348581395348839,,43,0
fire_exits,1500,1500,1,100,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,500,7.345184210526318,,38,0
fire_exits,1500,1500,1,100,0.25,0.25,0.25,0.25,250,5.993882352941177,,17,0
fire_exits,1500,1500,1,100,0.25,0.25,0.25,0.25,300,8.629971428571428,,35,0
fire_exits,1500,1500,1,100,0.25,0.25,0.25,0.25,350,8.005642857142856,,28,0
fire_exits,1500,1500,1,100,0.25,0.25,0.25,0.25,400,7.008365853658537,,41,0
fire_exits,1500,1500,1,100,0.25,0.25,0.25,0.25,450,7.5142291666666665,,48,0
fire_exits,1500,1500,1,100,0.25,0.25,0.25,0.25,500,9.223846153846154,,39,0
fire_exits,500,500,1,150,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,250,2.947731707317073,,82,0
fire_exits,500,500,1,150,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,300,2.9625,,84,0
fire_exits,500,500,1,150,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,350,3.0106857142857146,,70,0
fire_exits,500,500,1,150,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,400,3.0060128205128205,,78,0
fire_exits,500,500,1,150,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,450,2.9528904109589043,,73,0
fire_exits,500,500,1,150,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,500,3.1107042253521127,,71,0
fire_exits,500,500,1,150,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,250,2.964169230769231,,65,0
fire_exits,500,500,1,150,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,300,3.4168133333333337,,75,0
fire_exits,500,500,1,150,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,350,3.0824743589743586,,78,0
fire_exits,500,500,1,150,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,400,3.5608051948051958,,77,0
fire_exits,500,500,1,150,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,450,2.6933623188405793,,69,0
fire_exits,500,500,1,150,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,500,3.026987951807229,,83,0
fire_exits,500,500,1,150,0.25,0.25,0.25,0.25,250,3.297391891891892,,74,0
fire_exits,500,500,1,150,0.25,0.25,0.25,0.25,300,3.488714285714286,,91,0
fire_exits,500,500,1,150,0.25,0.25,0.25,0.25,350,3.556112359550562,,89,0
fire_exits,500,500,1,150,0.25,0.25,0.25,0.25,400,3.5889629629629627,,81,0
fire_exits,500,500,1,150,0.25,0.25,0.25,0.25,450,3.6894578313253015,,83,0
fire_exits,500,500,1,150,0.25,0.25,0.25,0.25,500,3.1598764044943826,,89,0
fire_exits,1000,1000,1,150,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,250,6.320875,,56,0
fire_exits,1000,1000,1,150,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,300,8.134730158730157,,63,0
fire_exits,1000,1000,1,150,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,350,7.232458333333333,,72,0
fire_exits,1000,1000,1,150,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,400,5.910872727272729,,55,0
fire_exits,1000,1000,1,150,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,450,7.967106666666665,,75,0
fire_exits,1000,1000,1,150,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,500,5.999328358208955,,67,0
fire_exits,1000,1000,1,150,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,250,8.804680000000001,,75,0
fire_exits,1000,1000,1,150,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,300,6.461047619047618,,63,0
fire_exits,1000,1000,1,150,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,350,8.233153846153845,,65,0
fire_exits,1000,1000,1,150,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,400,9.175,,65,0
fire_exits,1000,1000,1,150,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,450,10.008540540540539,,74,0
fire_exits,1000,1000,1,150,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,500,7.1302739726027395,,73,0
fire_exits,1000,1000,1,150,0.25,0.25,0.25,0.25,250,8.887300000000002,,60,0
fire_exits,1000,1000,1,150,0.25,0.25,0.25,0.25,300,8.970968253968255,,63,0
fire_exits,1000,1000,1,150,0.25,0.25,0.25,0.25,350,7.923590909090909,,66,0
fire_exits,1000,1000,1,150,0.25,0.25,0.25,0.25,400,10.485394366197182,,71,0
fire_exits,1000,1000,1,150,0.25,0.25,0.25,0.25,450,10.20135,,60,0
fire_exits,1000,1000,1,150,0.25,0.25,0.25,0.25,500,8.221873015873017,,63,0
fire_exits,1500,1500,1,150,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,250,7.229280000000001,,25,0
fire_exits,1500,1500,1,150,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,300,9.91113888888889,,36,0
fire_exits,1500,1500,1,150,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,350,11.438153846153845,,52,0
fire_exits,1500,1500,1,150,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,400,12.769363636363636,,55,0
fire_exits,1500,1500,1,150,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,450,12.021052631578947,,57,0
fire_exits,1500,1500,1,150,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,500,13.810094339622642,,53,0
fire_exits,1500,1500,1,150,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,250,11.330700000000002,,30,0
fire_exits,1500,1500,1,150,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,300,12.960716981132073,,53,0
fire_exits,1500,1500,1,150,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,350,11.81815217391304,,46,0
fire_exits,1500,1500,1,150,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,400,16.866533333333333,,60,0
fire_exits,1500,1500,1,150,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,450,12.564952380952382,,63,0
fire_exits,1500,1500,1,150,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,500,13.896384615384616,,65,0
fire_exits,1500,1500,1,150,0.25,0.25,0.25,0.25,250,10.685599999999999,,25,0
fire_exits,1500,1500,1,150,0.25,0.25,0.25,0.25,300,12.8674375,,48,0
fire_exits,1500,1500,1,150,0.25,0.25,0.25,0.25,350,14.547050847457626,,59,0
fire_exits,1500,1500,1,150,0.25,0.25,0.25,0.25,400,16.96318181818182,,55,0
fire_exits,1500,1500,1,150,0.25,0.25,0.25,0.25,450,14.696161290322582,,62,0
fire_exits,1500,1500,1,150,0.25,0.25,0.25,0.25,500,15.689389830508476,,59,0
fire_exits,500,500,1,200,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,250,4.9849696969696975,,99,0
fire_exits,500,500,1,200,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,300,4.673964285714287,,84,0
fire_exits,500,500,1,200,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,350,4.791740000000001,,100,0
fire_exits,500,500,1,200,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,400,4.427728971962617,,107,0
fire_exits,500,500,1,200,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,450,4.777640350877193,,114,0
fire_exits,500,500,1,200,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,500,4.207784946236559,,93,0
fire_exits,500,500,1,200,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,250,5.672068965517241,,116,0
fire_exits,500,500,1,200,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,300,5.195434426229508,,122,0
fire_exits,500,500,1,200,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,350,5.146275229357797,,109,0
fire_exits,500,500,1,200,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,400,5.260950495049505,,101,0
fire_exits,500,500,1,200,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,450,5.554742574257423,,101,0
fire_exits,500,500,1,200,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,500,5.246363636363636,,99,0
fire_exits,500,500,1,200,0.25,0.25,0.25,0.25,250,4.774068965517242,,116,0
fire_exits,500,500,1,200,0.25,0.25,0.25,0.25,300,5.514971698113207,,106,0
fire_exits,500,500,1,200,0.25,0.25,0.25,0.25,350,5.529357142857143,,112,0
fire_exits,500,500,1,200,0.25,0.25,0.25,0.25,400,5.3670727272727285,,110,0
fire_exits,500,500,1,200,0.25,0.25,0.25,0.25,450,5.37142857142857,,105,0
fire_exits,500,500,1,200,0.25,0.25,0.25,0.25,500,5.056655172413793,,116,0
fire_exits,1000,1000,1,200,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,250,12.107192307692307,,78,0
fire_exits,1000,1000,1,200,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,300,10.436632911392405,,79,0
fire_exits,1000,1000,1,200,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,350,12.54743333333333,,90,0
fire_exits,1000,1000,1,200,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,400,10.271358024691358,,81,0
fire_exits,1000,1000,1,200,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,450,11.077666666666664,,87,0
fire_exits,1000,1000,1,200,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,500,12.611715789473685,,95,0
fire_exits,1000,1000,1,200,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,250,10.524616279069768,,86,0
fire_exits,1000,1000,1,200,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,300,11.62404705882353,,85,0
fire_exits,1000,1000,1,200,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,350,10.890191011235954,,89,0
fire_exits,1000,1000,1,200,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,400,12.995375000000001,,96,0
fire_exits,1000,1000,1,200,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,450,14.963870588235295,,85,0
fire_exits,1000,1000,1,200,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,500,10.049333333333333,,84,0
fire_exits,1000,1000,1,200,0.25,0.25,0.25,0.25,250,17.023887640449438,,89,0
fire_exits,1000,1000,1,200,0.25,0.25,0.25,0.25,300,13.867044943820225,,89,0
fire_exits,1000,1000,1,200,0.25,0.25,0.25,0.25,350,12.927774193548384,,93,0
fire_exits,1000,1000,1,200,0.25,0.25,0.25,0.25,400,13.995933333333332,,105,0
fire_exits,1000,1000,1,200,0.25,0.25,0.25,0.25,450,15.986315789473684,,95,0
fire_exits,1000,1000,1,200,0.25,0.25,0.25,0.25,500,13.772663043478266,,92,0
fire_exits,1500,1500,1,200,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,250,14.836233333333334,,30,0
fire_exits,1500,1500,1,200,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,300,16.91192156862745,,51,0
fire_exits,1500,1500,1,200,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,350,20.518180555555556,,72,0
fire_exits,1500,1500,1,200,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,400,17.7600253164557,,79,0
fire_exits,1500,1500,1,200,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,450,17.812405405405407,,74,0
fire_exits,1500,1500,1,200,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,500,20.581797297297296,,74,0
fire_exits,1500,1500,1,200,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,250,19.686558823529413,,34,0
fire_exits,1500,1500,1,200,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,300,19.225711538461535,,52,0
fire_exits,1500,1500,1,200,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,350,23.264803030303028,,66,0
fire_exits,1500,1500,1,200,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,400,21.547594594594592,,74,0
fire_exits,1500,1500,1,200,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,450,23.626613636363633,,88,0
fire_exits,1500,1500,1,200,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,500,27.622920454545454,,88,0
fire_exits,1500,1500,1,200,0.25,0.25,0.25,0.25,250,21.05592307692308,,39,0
fire_exits,1500,1500,1,200,0.25,0.25,0.25,0.25,300,22.86898181818183,,55,0
fire_exits,1500,1500,1,200,0.25,0.25,0.25,0.25,350,22.262366197183105,,71,0
fire_exits,1500,1500,1,200,0.25,0.25,0.25,0.25,400,26.833430379746833,,79,0
fire_exits,1500,1500,1,200,0.25,0.25,0.25,0.25,450,22.177235294117647,,85,0
fire_exits,1500,1500,1,200,0.25,0.25,0.25,0.25,500,30.65572448979592,,98,0
fire_exits,500,500,2,50,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,250,0.2777941176470588,,34,0
fire_exits,500,500,2,50,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,300,0.304264705882353,,34,0
fire_exits,500,500,2,50,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,350,0.34672222222222215,,36,0
fire_exits,500,500,2,50,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,400,0.23172727272727273,,33,0
fire_exits,500,500,2,50,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,450,0.3430588235294117,,34,0
fire_exits,500,500,2,50,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,500,0.3867333333333333,,30,0
fire_exits,500,500,2,50,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,250,0.3858571428571429,,35,0
fire_exits,500,500,2,50,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,300,0.38952777777777775,,36,0
fire_exits,500,500,2,50,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,350,0.38309090909090915,,33,0
fire_exits,500,500,2,50,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,400,0.30922580645161296,,31,0
fire_exits,500,500,2,50,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,450,0.35871875,,32,0
fire_exits,500,500,2,50,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,500,0.3631034482758621,,29,0
fire_exits,500,500,2,50,0.25,0.25,0.25,0.25,250,0.4151071428571429,,28,0
fire_exits,500,500,2,50,0.25,0.25,0.25,0.25,300,0.38822222222222225,,36,0
fire_exits,500,500,2,50,0.25,0.25,0.25,0.25,350,0.5014722222222221,,36,0
fire_exits,500,500,2,50,0.25,0.25,0.25,0.25,400,0.49871875000000004,,32,0
fire_exits,500,500,2,50,0.25,0.25,0.25,0.25,450,0.35611764705882354,,34,0
fire_exits,500,500,2,50,0.25,0.25,0.25,0.25,500,0.40800000000000003,,35,0
fire_exits,1000,1000,2,50,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,250,0.8565833333333334,,24,0
fire_exits,1000,1000,2,50,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,300,1.0425312500000001,,32,0
fire_exits,1000,1000,2,50,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,350,0.8648076923076922,,26,0
fire_exits,1000,1000,2,50,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,400,0.7411724137931034,,29,0
fire_exits,1000,1000,2,50,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,450,0.728310344827586,,29,0
fire_exits,1000,1000,2,50,0.15,0.2833333333333333,0.2833333333333333,0.2833333333333333,500,1.0218275862068966,,29,0
fire_exits,1000,1000,2,50,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,250,1.1834074074074075,,27,0
fire_exits,1000,1000,2,50,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,300,0.7284444444444444,,27,0
fire_exits,1000,1000,2,50,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,350,1.1514285714285715,,28,0
fire_exits,1000,1000,2,50,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,400,0.8383142857142859,,35,0
